Id,SalePrice
1461,123433.98522395185
1462,125002.04530603498
1463,179883.22674501105
1464,192224.71705970814
1465,205320.33174882972
1466,174690.64220451232
1467,176481.00493207283
1468,167749.87914174175
1469,185903.73725652604
1470,120158.49458971003
1471,197394.70650502155
1472,100299.58942423979
1473,95156.16377884001
1474,148079.0808298044
1475,116313.02926470604
1476,345765.2666013721
1477,252952.53111707553
1478,290695.35690379114
1479,278905.58297514287
1480,470220.926792698
1481,319484.12910825695
1482,223137.9220375478
1483,172862.4351736075
1484,157933.44085181644
1485,194514.33346444316
1486,195824.54406963853
1487,319274.2406422498
1488,243240.17336862884
1489,187316.9183170738
1490,232496.0897318557
1491,193928.6391395791
1492,98596.56409648598
1493,198292.84625700672
1494,315191.6905347718
1495,303667.99124718114
1496,225270.7011139549
1497,175301.2490653342
1498,167569.11567366356
1499,168996.71117764642
1500,158254.34582641275
1501,167011.180648882
1502,158104.41542618664
1503,297081.29204880004
1504,250556.82954340434
1505,229270.55998707406
1506,170300.5907522724
1507,234556.90222212125
1508,186995.1072546892
1509,151366.943645242
1510,142823.37494131117
1511,142313.57081065045
1512,160675.98484160265
1513,151572.0006360404
1514,161241.89550622398
1515,185100.98749047884
1516,149035.07465574768
1517,157163.70057205574
1518,126521.33267372118
1519,217424.61609483024
1520,125860.88943613973
1521,128072.55398086594
1522,172752.15931824036
1523,103279.03045446714
1524,108068.19545818366
1525,116758.7923294239
1526,119473.4915446006
1527,100101.40397141778
1528,143432.84215432822
1529,132712.32770732776
1530,193435.91895494022
1531,105425.03140201009
1532,93458.2281535274
1533,126108.81545953942
1534,118144.1893549154
1535,146457.44402676937
1536,104942.28084068559
1537,84643.0167528478
1538,149884.708308116
1539,162587.4077497163
1540,108436.12645049239
1541,133981.81599097012
1542,144345.15217409935
1543,181816.6587802673
1544,90734.05520978171
1545,117741.18180165706
1546,133321.9716370447
1547,135318.54282468604
1548,130621.41648894684
1549,120792.53702386016
1550,131597.9737957654
1551,115583.27897468582
1552,122928.48017614856
1553,134164.10958431804
1554,104257.54166991095
1555,169898.55491725987
1556,111733.28409996314
1557,123899.15138598585
1558,115478.07432529611
1559,108025.886684379
1560,127031.13468763803
1561,124658.50779601366
1562,123814.8522879612
1563,115743.52759953795
1564,156379.7189151814
1565,151069.56487153907
1566,237888.08577832265
1567,89688.0540412765
1568,233016.82229805706
1569,124613.1118372651
1570,130858.32674151365
1571,108814.75331454955
1572,130512.89893601654
1573,218969.56016456528
1574,123083.86100605706
1575,216532.8005274577
1576,225982.35046085686
1577,180648.8469222334
1578,129277.16897188817
1579,149089.01254608348
1580,205661.75460218082
1581,154168.88248671743
1582,125920.25264344683
1583,313811.5416482175
1584,226758.69164263806
1585,147377.6142279646
1586,84692.74836477253
1587,99230.84108191349
1588,132491.1556233515
1589,102022.89851680536
1590,128325.60816086875
1591,86911.72759270872
1592,128373.19193091345
1593,131894.42956706064
1594,127426.03115696003
1595,126181.09692412437
1596,228831.8381946966
1597,187019.66915568485
1598,228827.96645010522
1599,169577.7243359257
1600,169526.5658223564
1601,69843.18443273859
1602,111825.8839721808
1603,80429.54656661913
1604,265594.8201834151
1605,246984.08758853847
1606,162822.0142116916
1607,168620.1651677287
1608,209803.96905255705
1609,178850.20835159946
1610,157083.56555416857
1611,141382.4677045931
1612,158921.48039126297
1613,167471.72204979154
1614,105555.57666617374
1615,79458.9280678984
1616,78141.04749879443
1617,85584.27381648745
1618,119660.05166302058
1619,139755.79340961794
1620,172175.04278286378
1621,142980.9412331707
1622,141414.51926486418
1623,256950.2358042484
1624,209542.91343290938
1625,124863.77993007949
1626,177374.05409848035
1627,194253.25349488333
1628,275774.7556520954
1629,183227.07579933672
1630,361931.1621408624
1631,229015.70550420915
1632,249482.39660943754
1633,181890.41881471724
1634,184269.83205537332
1635,178400.8212538249
1636,154770.57221214566
1637,176612.09709969166
1638,194769.62531439977
1639,176392.77955991484
1640,233897.77714178216
1641,179243.287699332
1642,228847.43617004008
1643,231352.7371403191
1644,246355.10633464123
1645,196080.49023394356
1646,155076.84287177137
1647,162825.5416978327
1648,129395.33511071272
1649,128863.26788092995
1650,119621.59188380746
1651,123964.44071668627
1652,101145.69087263933
1653,101524.85748290582
1654,150025.07857401847
1655,144492.0125633286
1656,145699.09438908333
1657,149498.34818883112
1658,147099.679597783
1659,125072.37330272024
1660,142108.15739221172
1661,464761.4696565385
1662,379095.4950674257
1663,357226.94925091736
1664,531815.9476146252
1665,301353.010592083
1666,336410.5648774953
1667,391665.6105168768
1668,331545.76629080524
1669,301112.4820303729
1670,338628.5305950403
1671,280224.94529600197
1672,436085.6159177372
1673,312813.61183666793
1674,258922.03724204376
1675,207526.79671040125
1676,201127.7596753734
1677,236814.7343416468
1678,482902.1132289383
1679,365713.1420546488
1680,301002.2417941386
1681,246746.5331215973
1682,319002.0350797221
1683,196476.4264329885
1684,193946.60681607053
1685,174651.9232012434
1686,162594.79375094126
1687,178762.05125996665
1688,193428.5382059019
1689,199390.4743500793
1690,203878.27181627712
1691,192766.93061540677
1692,255578.44033181225
1693,178187.58943168257
1694,184137.7501833947
1695,174176.34684977445
1696,267884.0375222883
1697,174533.24450274504
1698,378211.30280785507
1699,324078.96506928
1700,260329.03658637477
1701,285430.4614648686
1702,254228.4611523531
1703,262368.2561429282
1704,288196.2258391324
1705,240526.71350791084
1706,429948.35346024943
1707,200122.49468812236
1708,208372.82355120237
1709,279722.7860657575
1710,220945.21085929027
1711,279308.9867225713
1712,252010.99147736916
1713,279098.6456028485
1714,229334.64117373986
1715,207358.7250388413
1716,175269.13672456445
1717,173045.50446996174
1718,136424.66515760886
1719,196629.52253907337
1720,231953.03495721816
1721,178475.77718187118
1722,133948.93233128116
1723,161564.06376199724
1724,188384.37380678378
1725,221204.9647163921
1726,171056.82537255107
1727,147537.56913611628
1728,183069.65361212418
1729,154648.23307504045
1730,145607.5509703805
1731,123291.71972148446
1732,121705.60679620778
1733,115372.38787439548
1734,120009.08552964214
1735,123120.19885181898
1736,109992.35279242418
1737,344320.89161769266
1738,248730.93971705984
1739,263811.3823750786
1740,197401.44890096248
1741,189737.3464670414
1742,165610.98545786497
1743,186792.27332222188
1744,295096.0109922215
1745,216476.31575549056
1746,216623.0196502374
1747,206544.03155306884
1748,198874.1418152442
1749,143754.38155463932
1750,136547.6437630267
1751,234442.76383033357
1752,113074.30145478087
1753,145748.7612184534
1754,201772.6506845854
1755,158444.31085967348
1756,127285.75469975415
1757,110142.78023281734
1758,137304.8668967874
1759,158667.95086166728
1760,163934.2756355198
1761,160995.70815454907
1762,162287.71009159525
1763,162326.3849735556
1764,112954.75968666407
1765,170953.38288005115
1766,182404.7178061619
1767,222379.0883557849
1768,128239.31606075005
1769,171605.21639998068
1770,146857.42516163597
1771,121201.40312073583
1772,127307.70034443746
1773,129378.97132122383
1774,135066.87960957654
1775,125270.59258351596
1776,124563.68271259456
1777,105972.51903147085
1778,129459.71204512256
1779,116333.50178844685
1780,179836.3663873829
1781,118580.04218775035
1782,82054.46665416427
1783,132390.63716019917
1784,95391.9577753297
1785,102701.15037154028
1786,113257.2655128032
1787,138731.48121079116
1788,65843.80660628945
1789,95723.044904786
1790,82298.6078101836
1791,191775.5802255666
1792,148525.2017798117
1793,154575.2980187328
1794,147776.21110102002
1795,126870.82109658024
1796,119108.51058282888
1797,135481.834769328
1798,110437.57199252816
1799,105834.58265899583
1800,117426.16310139037
1801,123250.2762724327
1802,136988.34295115335
1803,149382.71497388394
1804,134238.7909405233
1805,137724.53690153788
1806,115966.98029956623
1807,136307.93486910372
1808,118096.79760977972
1809,108981.42727120726
1810,126438.01302002779
1811,87186.37789466561
1812,97334.5211339065
1813,112322.15541195165
1814,88830.25436785139
1815,67202.97469653132
1816,90040.53500529626
1817,103944.24249659026
1818,122605.63235332089
1819,113594.66082027885
1820,74385.35936928308
1821,100584.00414901962
1822,140247.1410342799
1823,67673.50143672079
1824,127317.75802471828
1825,128340.18890393783
1826,104296.89168749542
1827,112081.62792888512
1828,131585.2660153576
1829,135147.94912102455
1830,128401.30924842808
1831,143546.84221844413
1832,99798.55332359108
1833,127329.28240177566
1834,116259.30796675733
1835,140940.49179438196
1836,105474.06945252029
1837,85608.15512853471
1838,120249.84544716413
1839,89657.03468058555
1840,142681.84435578703
1841,124178.4995478918
1842,101021.83647551817
1843,132494.3719398553
1844,133078.1939710761
1845,136580.08255334297
1846,146089.54699959702
1847,158211.91433498956
1848,70097.70452491139
1849,107875.4848015474
1850,107785.96636055643
1851,127271.5172414113
1852,112582.53041856791
1853,121321.07648784386
1854,166024.35829552973
1855,157307.6883200561
1856,221703.00197453162
1857,134774.29891962715
1858,131630.85588117415
1859,117017.34982738727
1860,144816.58175074292
1861,116640.64206667732
1862,295162.30042743316
1863,285655.87383204536
1864,285764.33748035564
1865,304857.53822086606
1866,309694.0714791957
1867,233149.48590608672
1868,289401.0202771952
1869,208339.5758310482
1870,230374.27703428807
1871,238245.60053102172
1872,183604.103155243
1873,244073.38282765672
1874,145975.5415497408
1875,208383.10087367153
1876,201858.28138248116
1877,216128.28028682247
1878,206692.27135003865
1879,132831.33255147593
1880,133380.46381834822
1881,246857.70404632803
1882,252275.1896913636
1883,190614.86699535494
1884,204484.29832030603
1885,243639.0460164872
1886,275889.84192744124
1887,219742.04586148
1888,282899.65797817986
1889,180223.629506637
1890,114858.5432667385
1891,136933.7358278737
1892,94830.39794215432
1893,121591.39870838745
1894,115391.95948154246
1895,127852.8159212679
1896,115419.20216645699
1897,136742.72270262643
1898,130069.24503687726
1899,156223.35022117838
1900,157297.71298966045
1901,170129.49327027402
1902,162795.7938278776
1903,212089.7825637031
1904,146076.48011844177
1905,201799.25017254558
1906,184995.6945781189
1907,218437.1758142388
1908,121928.77245685009
1909,136880.4220064476
1910,126366.86223808723
1911,222055.00731149528
1912,312224.2984356034
1913,137894.94088360842
1914,77994.4523150629
1915,274350.270993603
1916,70378.81387227701
1917,250245.90616795246
1918,143382.7361852312
1919,176284.3943618404
1920,155046.04868128742
1921,352296.4125080441
1922,281185.59884973516
1923,193926.33631956967
1924,238676.79249259888
1925,210078.62479750655
1926,333363.6968530519
1927,124355.65272814155
1928,160066.98206420592
1929,112866.29894930118
1930,133734.20155422375
1931,143218.3963333419
1932,144324.68878748486
1933,157902.36961514258
1934,184192.7918221298
1935,176690.46108728455
1936,184606.52118160465
1937,187883.29669845098
1938,166801.4689538891
1939,250386.42199476447
1940,203384.83052908684
1941,178294.1267092055
1942,181969.22457911563
1943,216947.08742056252
1944,331074.3686317457
1945,362763.1349031857
1946,162438.78427119995
1947,304211.1626693455
1948,169096.4901085488
1949,211180.3388464388
1950,175338.06684292463
1951,243784.79804483335
1952,211591.9802199828
1953,171402.1944855108
1954,185413.94281244336
1955,129900.6165013695
1956,285875.3434338394
1957,150234.27082676228
1958,292960.71820073714
1959,139840.05433865773
1960,107292.45411344504
1961,125135.885284416
1962,100301.47095772672
1963,107395.41160821474
1964,102825.04015481434
1965,143648.4799576886
1966,138047.87014339838
1967,287999.4961275344
1968,421417.4889473384
1969,358352.91842716443
1970,426707.6037547295
1971,480360.6695684409
1972,378943.7880563683
1973,285010.2807423034
1974,329240.51382196054
1975,495034.29919208895
1976,291258.01799843286
1977,360760.9407303743
1978,340695.9788964941
1979,310514.5602440304
1980,214199.7463963813
1981,322956.43703020184
1982,238523.67829670655
1983,218120.92390905364
1984,183787.7441712864
1985,212925.86659526947
1986,214116.57900483615
1987,165670.15384447319
1988,178614.0788818938
1989,194242.3295334922
1990,209950.16858611265
1991,232072.15164342034
1992,211430.5980439589
1993,178985.62972184262
1994,239607.34546799993
1995,188185.35115118785
1996,262422.141196077
1997,309476.58313574595
1998,312463.49308750115
1999,293087.36821929674
2000,297427.89648575237
2001,288913.7785860159
2002,259593.29769142286
2003,264717.87348098686
2004,285598.32243427506
2005,237250.75103186487
2006,218508.6799670252
2007,257049.2924930978
2008,211540.8096670136
2009,187520.21552876913
2010,196868.74515621125
2011,147324.14126918366
2012,170273.0800059364
2013,164454.11564185336
2014,174574.88422534487
2015,186994.87855833513
2016,180370.51370429044
2017,184239.67025238666
2018,123119.87642721605
2019,131246.01989209504
2020,118055.21680109507
2021,105278.8985121052
2022,204137.8837758837
2023,149832.80899974084
2024,279675.2777156513
2025,356487.5782475433
2026,172903.27771592725
2027,164503.10925546836
2028,170427.81836475237
2029,168751.60217254199
2030,256491.30338539774
2031,241539.35194769426
2032,243321.19499983516
2033,248921.88898197142
2034,174575.1216724063
2035,231382.21551270745
2036,211564.44040444648
2037,216221.9982521591
2038,301026.9514087996
2039,228894.13629724353
2040,344803.20055544656
2041,277339.1519175284
2042,215946.9028455531
2043,162847.06073682447
2044,177316.17528566363
